9.82684,5.22999,3.45181,2.7878,2.14596,1.91348,1.68515,1.7
9.57251,4.98398,3.39255,2.72525,2.11203,1.89688,1.6853,1.62407
11.1107,4.76367,3.7261,2.72005,2.21826,1.86605,1.61064,1.5192
11.1882,4.8567,3.67467,2.68998,2.12974,1.77727,1.60119,1.49346
10.5776,5.00585,3.50885,2.64167,2.30923,1.7724,1.61819,1.72655
10.1343,5.18258,3.36721,2.65418,2.11167,1.77692,1.60341,2.05363
11.6033,4.99901,3.45676,2.83089,2.102,1.81132,1.55614,1.55304
11.7153,5.53591,3.50763,2.62945,2.13631,1.80427,1.67792,1.84544
8.75032,5.21067,3.73556,2.67984,2.12071,1.82594,1.59347,1.74612
10.6657,5.04309,3.37932,2.65135,2.1339,1.83027,1.57604,1.50308
10.0184,5.06718,3.41164,2.68857,2.14526,1.77688,1.65141,1.90949
10.5646,5.13596,3.33704,2.6106,2.12467,1.83543,1.69199,1.98801
9.23145,5.58006,3.88542,2.67593,2.13625,1.77567,1.65742,1.96868
11.3017,4.99955,3.41147,2.55308,2.27765,1.81228,1.5841,1.91085
11.7334,4.89791,3.48037,2.78094,2.11748,1.79053,1.56437,2.81824
11.184,4.99831,3.47299,2.79051,2.3174,1.97068,1.83409,1.5004
10.1974,4.96645,3.69637,2.63338,2.16011,1.79103,2.08726,1.559
10.6791,4.9152,3.66573,2.64333,2.19622,1.80021,2.16456,1.70092
10.1347,5.33866,3.35916,2.7128,2.1311,1.80213,1.83688,1.71471
7.74613,4.85513,3.91098,2.85421,2.15027,1.78646,1.82195,1.88276
8.40564,5.058,3.63208,2.6592,2.20734,1.80655,1.73509,1.83439
10.3703,4.96624,3.33514,2.7421,2.26152,1.78428,1.55467,1.70084
11.5236,5.41278,3.73065,2.61309,2.2242,1.81234,1.75073,2.28268
12.1706,5.29617,3.55096,2.65178,2.2475,1.83006,1.7082,1.91506
8.97941,4.9422,3.86038,2.72313,2.30268,1.92022,1.64481,1.68325
9.49027,5.06717,3.56574,2.57224,2.23611,1.80511,1.80069,1.66485
11.6472,4.93634,3.40716,2.70941,2.09345,1.82114,1.72772,1.67516
11.1034,5.07451,3.42826,2.76481,2.39785,1.96344,1.58438,1.72035
10.1968,5.53518,3.22933,2.67216,2.16516,1.96856,1.63614,1.84651
11.9197,4.95721,3.41683,2.58357,2.15888,1.78613,1.80939,1.46538
