30.6083,15.7726,9.79118,7.61339,6.03753,5.48186,4.49207,4.97016
31.7418,15.817,9.98332,7.84384,6.30146,5.34686,6.32297,4.60714
31.9903,15.6757,9.91912,7.5901,6.2257,5.92006,4.62892,4.69983
33.1081,15.8734,9.8832,8.11584,6.38847,6.23117,4.95405,4.30503
32.0414,15.581,10.2289,7.63584,6.02209,5.44806,5.68593,5.26607
32.2173,15.5392,10.2955,7.63309,6.1059,6.16209,5.30292,5.0949
31.1351,15.3279,10.1374,7.54256,6.03591,5.74894,4.98596,4.95441
32.1766,14.9228,9.73947,7.53262,6.13488,5.64223,4.76205,5.06426
31.5113,15.4969,10.3578,7.45971,6.28399,5.25377,4.51094,4.95989
31.5088,15.2791,9.81803,7.4708,6.57933,5.17611,4.73503,5.16436
27.6574,16.2417,10.3206,7.7259,6.37251,5.71033,4.68187,5.42841
30.9768,15.0855,9.58679,7.64374,6.24429,5.43808,5.18165,4.71741
31.9369,15.4262,10.2372,7.79966,6.3273,6.07742,4.9361,4.57466
31.7121,15.3717,10.7721,7.87751,6.21193,6.38039,5.02542,4.55163
31.6242,15.6088,10.0464,7.78527,6.26583,5.88606,4.7289,4.35456
30.8042,15.5999,9.71875,7.81976,6.1902,5.36142,4.74159,4.60907
30.4136,15.4303,10.723,7.8663,6.14519,5.20809,4.83563,4.69235
30.0875,15.7342,10.3429,8.06666,6.1261,5.7753,5.05433,6.10385
31.0464,16.0793,10.0972,8.14488,6.07049,5.77392,4.97552,4.40328
31.5535,15.074,9.95972,8.62963,6.21221,5.24662,4.82504,4.43206
31.5725,15.2023,10.12,8.17978,6.09501,5.71322,4.83032,4.0254
30.1246,15.565,10.129,8.59849,6.17386,5.35034,4.93496,4.71648
31.1133,16.5184,9.73171,9.02361,6.55696,5.7513,4.95393,5.15589
31.5093,14.9009,9.82666,7.87138,6.22042,5.26827,4.70338,4.35108
30.5217,15.4208,9.69955,7.93856,6.22844,5.62248,4.59856,4.14345
31.1258,14.536,10.2178,8.12214,6.26131,5.29913,4.52885,4.55945
31.2982,14.818,9.94642,8.14398,6.23485,5.4301,4.72362,4.49404
30.7964,14.4879,9.81884,8.2726,6.00332,5.27298,5.22691,4.57808
29.7878,14.6454,9.78958,8.22366,6.08564,5.71318,5.68274,4.91281
30.4595,13.9331,9.58185,8.45116,6.1689,5.33824,5.6801,4.43144
