32.5505,15.4619,9.81049,7.62309,6.12392,5.57748,4.82233,5.21846
31.0218,15.8895,9.75609,7.65215,6.11229,5.40504,4.94962,6.42842
31.9849,14.5769,9.99328,7.77309,6.13604,5.56434,5.40433,4.63407
31.1854,15.1691,9.65027,7.78271,6.1175,5.28518,4.732,4.24757
30.6926,15.6526,10.6769,7.72725,6.08458,5.28905,4.87421,4.66874
30.4857,15.4185,10.4678,7.65268,6.08135,5.39121,4.86929,4.74457
32.5115,14.5154,9.844,7.94383,6.49653,5.31763,4.80169,4.73887
31.6145,16.2815,10.1166,7.638,6.20742,5.58805,4.6433,5.1041
30.374,15.3588,9.97741,8.14859,6.17204,5.28216,4.86477,4.37979
31.4135,14.2951,9.70872,7.78473,6.26429,5.13588,5.36143,6.37501
29.7876,14.4582,10.3139,7.85304,6.20033,5.50785,5.59767,6.75404
31.7273,14.0782,10.0402,7.55518,6.1319,5.60686,5.35744,5.07173
31.5228,14.3853,10.2037,7.61179,6.12401,5.78384,5.90541,4.62602
31.138,14.4772,10.3934,7.55457,6.16056,5.58443,5.15882,5.13266
32.963,14.6773,10.4497,7.70956,6.22503,5.37066,4.77222,4.60066
31.9402,13.7953,9.94834,7.69778,6.49095,5.89324,4.71687,4.51199
31.7361,15.5708,10.257,7.78998,6.2443,5.91153,5.4696,4.65399
31.3758,14.682,10.544,7.96974,6.15905,5.43508,5.23187,4.14094
29.7679,15.7044,10.1023,7.74438,6.48628,5.35252,4.60106,4.08247
30.1507,15.1041,10.3614,7.60234,6.3377,5.53977,4.62208,4.61237
32.0967,14.9988,10.0025,8.05581,6.07792,5.48491,4.51397,5.33493
32.09,14.45,10.5531,8.70468,6.31953,5.25524,5.09711,4.73566
30.6696,14.9308,9.98223,8.85349,6.1107,5.39244,4.53028,4.63237
32.4553,15.7855,10.2218,8.55242,6.09314,5.47506,4.88843,4.45009
30.6739,14.0973,9.72432,8.08066,6.20863,5.48609,5.21165,4.64108
32.1061,15.2912,9.79048,7.94546,6.12409,5.52282,5.49321,4.38655
32.2769,14.0126,9.92973,8.02641,6.11497,5.47229,4.87864,4.9951
31.7339,15.2505,9.66965,8.55841,6.08024,5.35223,4.74175,5.05842
30.5793,14.0247,9.69715,8.30024,6.4477,5.43228,4.87743,4.99844
30.7399,15.4779,10.0768,8.98265,6.26136,5.60653,4.68865,4.48273
